FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2015/16,Interior,Vernon Jubilee Hospital,Hip Replacement,110,210,28.6,74.6
2015/16,Interior,Vernon Jubilee Hospital,Kidney/Bladder Stone Removal,<5,27,4,8.5
2015/16,Interior,Vernon Jubilee Hospital,Knee - ACL Repair,15,44,16.5,53.5
2015/16,Interior,Vernon Jubilee Hospital,Knee - Meniscectomy,<5,21,8.6,30.9
2015/16,Interior,Vernon Jubilee Hospital,Knee Arthroscopy,25,37,8,43.3
2015/16,Interior,Vernon Jubilee Hospital,Knee Replacement,302,328,45.5,91.6
2015/16,Interior,Vernon Jubilee Hospital,Laparoscopy,0,17,2.6,6.7
2015/16,Interior,Vernon Jubilee Hospital,Laparotomy,<5,<5,,
2015/16,Interior,Vernon Jubilee Hospital,Ligament Surgery,<5,<5,,
2015/16,Interior,Vernon Jubilee Hospital,Male Reproductive Surgery,7,55,4.9,12.1
2015/16,Interior,Vernon Jubilee Hospital,Mastectomy,9,120,2,4.6
2015/16,Interior,Vernon Jubilee Hospital,Mastoidectomy,26,15,76.4,90.9
2015/16,Interior,Vernon Jubilee Hospital,Myringotomy,22,77,11.1,25
2015/16,Interior,Vernon Jubilee Hospital,Nasal Surgery,45,29,62.9,91.7
2015/16,Interior,Vernon Jubilee Hospital,Nerve Surgery,<5,6,11.9,24.8
2015/16,Interior,Vernon Jubilee Hospital,Oral Cavity & Pharynx Surgery,0,6,6.4,11.5
2015/16,Interior,Vernon Jubilee Hospital,Other Ear Surgery,0,<5,,
2015/16,Interior,Vernon Jubilee Hospital,Other Joint Reconstruction,77,84,26.1,40.6
2015/16,Interior,Vernon Jubilee Hospital,Other Orthopaedic Surgery,58,117,10.4,32.2
2015/16,Interior,Vernon Jubilee Hospital,Other Urology Surgery,26,214,3.7,14.6
2015/16,Interior,Vernon Jubilee Hospital,Parotidectomy,7,7,47.7,75.1
2015/16,Interior,Vernon Jubilee Hospital,Prostate Surgery,20,112,4.7,17
2015/16,Interior,Vernon Jubilee Hospital,Rectal Surgery,16,46,11.5,28.9
2015/16,Interior,Vernon Jubilee Hospital,Shoulder Surgery,156,90,52.4,80.3
2015/16,Interior,Vernon Jubilee Hospital,Sinus Surgery,87,55,73.9,89
2015/16,Interior,Vernon Jubilee Hospital,Skin Surgery,<5,<5,,
2015/16,Interior,Vernon Jubilee Hospital,Skin Tumour Removal,10,70,3.9,16.8
2015/16,Interior,Vernon Jubilee Hospital,Sphincterotomy,<5,8,3.6,9.1
2015/16,Interior,Vernon Jubilee Hospital,Spinal/Back Surgery,21,145,9.7,30.1
2015/16,Interior,Vernon Jubilee Hospital,Tendon Surgery,11,6,24.5,50
2015/16,Interior,Vernon Jubilee Hospital,Thyroidectomy,8,23,11.9,37.7
2015/16,Interior,Vernon Jubilee Hospital,Tonsillectomy/Adenoidectomy,30,111,16.4,45.9
2015/16,Interior,Vernon Jubilee Hospital,Tympanoplasty,29,31,65.6,86.9
2015/16,Interior,Vernon Jubilee Hospital,Uterine Surgery,29,208,4.7,12.7
2015/16,Interior,Vernon Jubilee Hospital,Vaginal Repair,<5,35,6.6,15.5
2015/16,Interior,Vernon Jubilee Hospital,Varicose Veins Ligation/Stripping,10,20,17.6,41.6
2015/16,Interior,Vernon Jubilee Hospital,Vascular Surgery - Other,<5,34,2.1,3.9
2015/16,Interior,Vernon Jubilee Hospital,Wound/Laceration Care,<5,11,4.7,20.7
2015/16,Northern,All Facilities,Abdominoplasty,<5,13,2.4,6.7
2015/16,Northern,All Facilities,All Other Procedures,59,288,3.7,14.7
2015/16,Northern,All Facilities,All Procedures,"3,188","12,983",4.9,23.6
2015/16,Northern,All Facilities,Aortic Aneurysm Repair,<5,18,7.8,17.5
2015/16,Northern,All Facilities,Appendectomy,0,7,1.3,4.7
2015/16,Northern,All Facilities,Bariatric Surgery,0,<5,,
2015/16,Northern,All Facilities,Biopsy in OR,18,173,2.3,8.1
2015/16,Northern,All Facilities,Bladder Surgery,51,248,4.9,12.8
2015/16,Northern,All Facilities,Bowel Resection,21,147,2.6,7.2
2015/16,Northern,All Facilities,Breast Biopsy,9,88,2.7,4.9
2015/16,Northern,All Facilities,Breast Reconstruction,11,33,2.9,7.9
2015/16,Northern,All Facilities,Breast Reduction,17,29,9.4,23.6
2015/16,Northern,All Facilities,Cataract Surgery,333,"2,038",6.6,46.5
2015/16,Northern,All Facilities,Cholecystectomy,107,465,5.4,24.9
2015/16,Northern,All Facilities,Colostomy/Ileostomy,<5,35,3.3,11.9
2015/16,Northern,All Facilities,Cone Biopsy,<5,69,3.1,9.3
2015/16,Northern,All Facilities,Cranial Surgery,0,<5,,
2015/16,Northern,All Facilities,CSF Drainage,<5,<5,,
2015/16,Northern,All Facilities,Cyst/Ganglion Removal,44,212,3.6,14.7
2015/16,Northern,All Facilities,D&C and Related Surgery,37,285,4.7,17.4
2015/16,Northern,All Facilities,Dental Surgery,113,964,1.8,12.2
2015/16,Northern,All Facilities,Endarterectomy,<5,32,4.9,20.4
2015/16,Northern,All Facilities,Esophagectomy,0,<5,,
2015/16,Northern,All Facilities,Examination Under Anaesthetic,15,57,4,14.9
2015/16,Northern,All Facilities,Excision Gynecomastia,<5,10,4.9,10.9
2015/16,Northern,All Facilities,Excision Lesion/Tumour,25,152,2.7,9.9
2015/16,Northern,All Facilities,Facial Bone Reconstruction,8,14,4,10.3
2015/16,Northern,All Facilities,Fallopian Tube/Ovarian Surgery,59,265,4.7,20.1
2015/16,Northern,All Facilities,Fistula Repair - Non Vascular,<5,28,5.2,12.6
2015/16,Northern,All Facilities,Foot/Ankle Surgery,23,99,5.1,16.1
2015/16,Northern,All Facilities,Foreign Body Removal Surgery,6,21,5.1,11.9
2015/16,Northern,All Facilities,Fracture Repair,<5,71,3.9,10
2015/16,Northern,All Facilities,Free Flap Graft,<5,6,6.3,27.1
2015/16,Northern,All Facilities,Gastrostomy/Jejunostomy,<5,<5,,
2015/16,Northern,All Facilities,Hand/Wrist Surgery,42,155,4.9,15.3
2015/16,Northern,All Facilities,Hernia Repair - Abdominal,161,799,6,25.7
2015/16,Northern,All Facilities,Hernia Repair - Hiatal,<5,5,3.7,13.4
2015/16,Northern,All Facilities,Hip Replacement,200,257,16.9,38.8
2015/16,Northern,All Facilities,Kidney/Bladder Stone Removal,15,58,4.4,20.4
2015/16,Northern,All Facilities,Knee - ACL Repair,22,124,6.3,20
2015/16,Northern,All Facilities,Knee - Meniscectomy,52,208,7.2,20
2015/16,Northern,All Facilities,Knee Arthroscopy,39,261,3.6,14
2015/16,Northern,All Facilities,Knee Replacement,435,495,21.4,49.7
2015/16,Northern,All Facilities,Laparoscopy,5,22,5.9,17.9
2015/16,Northern,All Facilities,Laparotomy,0,13,3.7,7.5
2015/16,Northern,All Facilities,Lens & Vitreous (non-cataract) Surgery,<5,36,3.2,9.8
2015/16,Northern,All Facilities,Ligament Surgery,<5,11,3.4,19.9
2015/16,Northern,All Facilities,Lipectomy,5,73,5.6,21.1
2015/16,Northern,All Facilities,Lung Surgery,<5,0,,
2015/16,Northern,All Facilities,Male Reproductive Surgery,70,259,5.7,22.3
2015/16,Northern,All Facilities,Mastectomy,14,121,2,6.9
2015/16,Northern,All Facilities,Mastoidectomy,<5,5,0,8.5
2015/16,Northern,All Facilities,Myringotomy,16,117,5.9,14.9
2015/16,Northern,All Facilities,Nasal Surgery,145,226,2.2,25.2
2015/16,Northern,All Facilities,Nerve Surgery,7,68,6.3,15.4
2015/16,Northern,All Facilities,Oral Cavity & Pharynx Surgery,7,29,5.1,8.5
2015/16,Northern,All Facilities,Other Ear Surgery,<5,<5,,
2015/16,Northern,All Facilities,Other Eye Surgery,25,77,4.3,32.4
2015/16,Northern,All Facilities,Other Joint Reconstruction,70,132,7.9,25.7
2015/16,Northern,All Facilities,Other Orthopaedic Surgery,159,827,4.9,16
2015/16,Northern,All Facilities,Other Urology Surgery,58,228,3,9.8
2015/16,Northern,All Facilities,Parotidectomy,7,6,10.7,15.1
2015/16,Northern,All Facilities,Prostate Surgery,38,134,5.1,31.7
2015/16,Northern,All Facilities,Rectal Surgery,28,59,5.6,16.4
2015/16,Northern,All Facilities,Shoulder Surgery,147,402,6.9,27.1
2015/16,Northern,All Facilities,Sinus Surgery,0,<5,,
2015/16,Northern,All Facilities,Skin Surgery,<5,20,3.3,10.5
2015/16,Northern,All Facilities,Skin Tumour Removal,42,217,3.1,11.5
2015/16,Northern,All Facilities,Sphincterotomy,<5,<5,,
2015/16,Northern,All Facilities,Spinal/Back Surgery,0,14,2.2,5
2015/16,Northern,All Facilities,Tendon Surgery,13,73,4,17.4
2015/16,Northern,All Facilities,Thyroidectomy,19,60,4.3,18.5
2015/16,Northern,All Facilities,Tonsillectomy/Adenoidectomy,163,459,5.7,20.9
2015/16,Northern,All Facilities,Tympanoplasty,<5,17,0,15.7
2015/16,Northern,All Facilities,Uterine Surgery,103,711,3.6,13.9
2015/16,Northern,All Facilities,Vaginal Repair,8,54,9.9,30.3
2015/16,Northern,All Facilities,Varicose Veins Ligation/Stripping,23,66,7,44.6
2015/16,Northern,All Facilities,Vascular Bypass Graft - Non Cardiac,12,20,4,26.6
2015/16,Northern,All Facilities,Vascular Surgery - Other,22,94,2.3,27.3
2015/16,Northern,All Facilities,Wound/Laceration Care,11,87,1,10.9
2015/16,Northern,Bulkley Valley District Hospital,All Other Procedures,0,11,2.3,12.1
2015/16,Northern,Bulkley Valley District Hospital,All Procedures,46,366,2.7,13.7
2015/16,Northern,Bulkley Valley District Hospital,Appendectomy,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Biopsy in OR,0,7,0.7,9.1
2015/16,Northern,Bulkley Valley District Hospital,Bladder Surgery,<5,5,9,14.2
2015/16,Northern,Bulkley Valley District Hospital,Bowel Resection,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Breast Biopsy,<5,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Cholecystectomy,<5,8,3.1,12.1
2015/16,Northern,Bulkley Valley District Hospital,Cyst/Ganglion Removal,<5,17,1.1,5.9
2015/16,Northern,Bulkley Valley District Hospital,D&C and Related Surgery,0,11,0.1,1
2015/16,Northern,Bulkley Valley District Hospital,Dental Surgery,8,17,6.9,14.2
2015/16,Northern,Bulkley Valley District Hospital,Excision Lesion/Tumour,<5,7,2,5.6
2015/16,Northern,Bulkley Valley District Hospital,Fallopian Tube/Ovarian Surgery,<5,9,8.7,15.7
2015/16,Northern,Bulkley Valley District Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Foreign Body Removal Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Fracture Repair,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Gastrostomy/Jejunostomy,<5,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Hand/Wrist Surgery,<5,18,2.2,7.6
2015/16,Northern,Bulkley Valley District Hospital,Hernia Repair - Abdominal,<5,51,4,18
2015/16,Northern,Bulkley Valley District Hospital,Knee - ACL Repair,<5,10,2.1,7.7
2015/16,Northern,Bulkley Valley District Hospital,Knee - Meniscectomy,0,10,1.1,11.9
2015/16,Northern,Bulkley Valley District Hospital,Knee Arthroscopy,<5,24,1.6,10.5
2015/16,Northern,Bulkley Valley District Hospital,Lipectomy,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Male Reproductive Surgery,7,13,3,12.8
2015/16,Northern,Bulkley Valley District Hospital,Mastectomy,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Myringotomy,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Nasal Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Nerve Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Other Orthopaedic Surgery,<5,21,2.3,7
2015/16,Northern,Bulkley Valley District Hospital,Other Urology Surgery,0,9,5.1,10.1
2015/16,Northern,Bulkley Valley District Hospital,Rectal Surgery,<5,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Skin Tumour Removal,0,13,4.4,10.8
2015/16,Northern,Bulkley Valley District Hospital,Tendon Surgery,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Tonsillectomy/Adenoidectomy,<5,15,4.9,17.8
2015/16,Northern,Bulkley Valley District Hospital,Uterine Surgery,<5,44,2.7,12.5
2015/16,Northern,Bulkley Valley District Hospital,Vaginal Repair,<5,5,9.3,23.1
2015/16,Northern,Bulkley Valley District Hospital,Varicose Veins Ligation/Stripping,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Vascular Surgery - Other,0,<5,,
2015/16,Northern,Bulkley Valley District Hospital,Wound/Laceration Care,0,14,0.1,3.2
2015/16,Northern,Dawson Creek And District Hospital,All Other Procedures,<5,<5,,
2015/16,Northern,Dawson Creek And District Hospital,All Procedures,272,995,6,39
2015/16,Northern,Dawson Creek And District Hospital,Appendectomy,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Biopsy in OR,<5,14,2.8,3.8
2015/16,Northern,Dawson Creek And District Hospital,Bladder Surgery,<5,14,4.7,5.7
2015/16,Northern,Dawson Creek And District Hospital,Bowel Resection,<5,18,3,8.7
2015/16,Northern,Dawson Creek And District Hospital,Breast Biopsy,<5,13,2.7,4.1
2015/16,Northern,Dawson Creek And District Hospital,Cholecystectomy,21,77,23.1,46.7
2015/16,Northern,Dawson Creek And District Hospital,Colostomy/Ileostomy,0,5,3,8
2015/16,Northern,Dawson Creek And District Hospital,Cyst/Ganglion Removal,5,<5,,
2015/16,Northern,Dawson Creek And District Hospital,D&C and Related Surgery,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Dental Surgery,7,58,11.4,29.2
2015/16,Northern,Dawson Creek And District Hospital,Examination Under Anaesthetic,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Excision Gynecomastia,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Excision Lesion/Tumour,<5,6,3.7,15.1
2015/16,Northern,Dawson Creek And District Hospital,Fistula Repair - Non Vascular,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Foreign Body Removal Surgery,<5,5,4.1,10.1
2015/16,Northern,Dawson Creek And District Hospital,Fracture Repair,<5,17,3,16.1
2015/16,Northern,Dawson Creek And District Hospital,Hand/Wrist Surgery,<5,0,,
2015/16,Northern,Dawson Creek And District Hospital,Hernia Repair - Abdominal,24,143,19,45.3
2015/16,Northern,Dawson Creek And District Hospital,Hip Replacement,40,27,35.7,43.1
2015/16,Northern,Dawson Creek And District Hospital,Knee - ACL Repair,<5,16,5.4,12.2
2015/16,Northern,Dawson Creek And District Hospital,Knee - Meniscectomy,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Knee Arthroscopy,6,59,3.4,9.4
2015/16,Northern,Dawson Creek And District Hospital,Knee Replacement,69,48,41.4,50.3
2015/16,Northern,Dawson Creek And District Hospital,Laparotomy,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Ligament Surgery,0,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Lipectomy,0,5,11.4,16.9
2015/16,Northern,Dawson Creek And District Hospital,Lung Surgery,<5,0,,
2015/16,Northern,Dawson Creek And District Hospital,Male Reproductive Surgery,5,38,13.9,40.7
2015/16,Northern,Dawson Creek And District Hospital,Mastectomy,0,8,3.4,10.4
2015/16,Northern,Dawson Creek And District Hospital,Nerve Surgery,<5,19,3.9,17.2
2015/16,Northern,Dawson Creek And District Hospital,Other Joint Reconstruction,<5,14,3.9,7.6
2015/16,Northern,Dawson Creek And District Hospital,Other Orthopaedic Surgery,8,79,4.7,22.8
2015/16,Northern,Dawson Creek And District Hospital,Other Urology Surgery,0,8,5.2,38.1
2015/16,Northern,Dawson Creek And District Hospital,Prostate Surgery,6,14,4.6,13.9
2015/16,Northern,Dawson Creek And District Hospital,Rectal Surgery,<5,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Shoulder Surgery,21,129,4.7,18.3
2015/16,Northern,Dawson Creek And District Hospital,Skin Tumour Removal,<5,14,3.2,26.9
2015/16,Northern,Dawson Creek And District Hospital,Tendon Surgery,<5,7,2.4,4.6
2015/16,Northern,Dawson Creek And District Hospital,Thyroidectomy,<5,<5,,
2015/16,Northern,Dawson Creek And District Hospital,Tonsillectomy/Adenoidectomy,11,39,12.1,32
2015/16,Northern,Dawson Creek And District Hospital,Uterine Surgery,<5,40,2,4.6
2015/16,Northern,Dawson Creek And District Hospital,Varicose Veins Ligation/Stripping,12,17,38.7,47.6
2015/16,Northern,Dawson Creek And District Hospital,Vascular Surgery - Other,0,8,1.1,3.3
2015/16,Northern,Dawson Creek And District Hospital,Wound/Laceration Care,<5,10,9.9,36.5
2015/16,Northern,Fort St John General Hospital,All Other Procedures,0,5,1.3,7.6
2015/16,Northern,Fort St John General Hospital,All Procedures,225,"1,169",6.6,22.1
2015/16,Northern,Fort St John General Hospital,Biopsy in OR,<5,10,1.4,8
2015/16,Northern,Fort St John General Hospital,Bladder Surgery,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Bowel Resection,<5,10,1.8,4.7
2015/16,Northern,Fort St John General Hospital,Breast Biopsy,0,10,1.8,3.7
2015/16,Northern,Fort St John General Hospital,Cataract Surgery,104,271,17,32.6
2015/16,Northern,Fort St John General Hospital,Cholecystectomy,8,49,5.6,12.9
2015/16,Northern,Fort St John General Hospital,Cone Biopsy,0,51,3.7,9.1
2015/16,Northern,Fort St John General Hospital,Cranial Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Cyst/Ganglion Removal,5,31,5.1,10.7
2015/16,Northern,Fort St John General Hospital,D&C and Related Surgery,<5,30,6.6,14
2015/16,Northern,Fort St John General Hospital,Dental Surgery,10,45,4,5.9
2015/16,Northern,Fort St John General Hospital,Examination Under Anaesthetic,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Excision Lesion/Tumour,<5,11,2,12.7
2015/16,Northern,Fort St John General Hospital,Fallopian Tube/Ovarian Surgery,<5,35,4.9,9.3
2015/16,Northern,Fort St John General Hospital,Foot/Ankle Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Foreign Body Removal Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Fracture Repair,0,<5,,
2015/16,Northern,Fort St John General Hospital,Hand/Wrist Surgery,7,23,5.1,15.6
2015/16,Northern,Fort St John General Hospital,Hernia Repair - Abdominal,6,73,7.6,13.4
2015/16,Northern,Fort St John General Hospital,Knee - Meniscectomy,<5,9,7.9,14.7
2015/16,Northern,Fort St John General Hospital,Knee Arthroscopy,5,21,12.1,19.1
2015/16,Northern,Fort St John General Hospital,Laparoscopy,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Laparotomy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Lipectomy,0,5,7.3,15.6
2015/16,Northern,Fort St John General Hospital,Male Reproductive Surgery,5,29,4,10.3
2015/16,Northern,Fort St John General Hospital,Mastectomy,0,5,1.7,2.3
2015/16,Northern,Fort St John General Hospital,Mastoidectomy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Myringotomy,<5,12,6.6,8
2015/16,Northern,Fort St John General Hospital,Nasal Surgery,<5,7,14.1,36.2
2015/16,Northern,Fort St John General Hospital,Nerve Surgery,0,5,8,15.3
2015/16,Northern,Fort St John General Hospital,Other Eye Surgery,13,38,7.6,32.3
2015/16,Northern,Fort St John General Hospital,Other Joint Reconstruction,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Other Orthopaedic Surgery,13,97,5.6,12.5
2015/16,Northern,Fort St John General Hospital,Other Urology Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Parotidectomy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Rectal Surgery,5,11,7.1,15.7
2015/16,Northern,Fort St John General Hospital,Skin Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Skin Tumour Removal,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Sphincterotomy,0,<5,,
2015/16,Northern,Fort St John General Hospital,Tendon Surgery,0,<5,,
2015/16,Northern,Fort St John General Hospital,Thyroidectomy,<5,<5,,
2015/16,Northern,Fort St John General Hospital,Tonsillectomy/Adenoidectomy,10,29,8,22.7
2015/16,Northern,Fort St John General Hospital,Tympanoplasty,0,<5,,
2015/16,Northern,Fort St John General Hospital,Uterine Surgery,10,176,3.8,14.2
2015/16,Northern,Fort St John General Hospital,Vaginal Repair,0,6,8.4,13.4
2015/16,Northern,Fort St John General Hospital,Varicose Veins Ligation/Stripping,<5,12,7.5,14.2
2015/16,Northern,Fort St John General Hospital,Vascular Surgery - Other,0,7,1,2.8
2015/16,Northern,Fort St John General Hospital,Wound/Laceration Care,<5,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,Abdominoplasty,<5,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,All Other Procedures,<5,50,2.8,6
2015/16,Northern,G.R. Baker Memorial Hospital,All Procedures,196,"1,090",3.3,12.1
2015/16,Northern,G.R. Baker Memorial Hospital,Biopsy in OR,<5,10,1.9,9.5
2015/16,Northern,G.R. Baker Memorial Hospital,Bladder Surgery,0,5,0.3,3
2015/16,Northern,G.R. Baker Memorial Hospital,Bowel Resection,<5,9,3,10.4
2015/16,Northern,G.R. Baker Memorial Hospital,Breast Biopsy,0,6,2.3,4.4
2015/16,Northern,G.R. Baker Memorial Hospital,Breast Reconstruction,6,23,2.6,7.6
2015/16,Northern,G.R. Baker Memorial Hospital,Breast Reduction,0,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,Cholecystectomy,7,37,3.7,9
2015/16,Northern,G.R. Baker Memorial Hospital,Colostomy/Ileostomy,0,<5,,
2015/16,Northern,G.R. Baker Memorial Hospital,Cyst/Ganglion Removal,7,56,3.6,18.3
2015/16,Northern,G.R. Baker Memorial Hospital,Dental Surgery,15,122,1.9,7.8
2015/16,Northern,G.R. Baker Memorial Hospital,Examination Under Anaesthetic,<5,6,5.6,12.8
2015/16,Northern,G.R. Baker Memorial Hospital,Excision Gynecomastia,0,<5,,
